VideoID,CommentDate,UserName,Comment,Like,ScrapeDate
SxMdI5sabb0,2023-01-29 07:32:55,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.066210
SxMdI5sabb0,2023-01-29 07:32:42,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.066242
SxMdI5sabb0,2023-01-29 07:32:02,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",1,2026-05-16 10:11:26.066265
SxMdI5sabb0,2023-01-29 07:32:20,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.066057
SxMdI5sabb0,2023-01-29 07:31:04,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.065986
SxMdI5sabb0,2023-01-29 07:33:41,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.066044
SxMdI5sabb0,2023-01-29 07:30:50,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.065987
SxMdI5sabb0,2023-01-29 07:31:43,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.066092
SxMdI5sabb0,2023-01-29 07:34:11,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.066080
SxMdI5sabb0,2024-08-12 06:20:16,@onepack1918,"Uang itu bentuk harta anda kan selain mobil dll. Artinya ada fisiknya, motor, mobil dan uang kertas itu sndiri.

Nah, kl digital, kan ngk ada fisiknya. Apa bukti kepemilikan anda?

Seandainya, catatan digital kepemilikan anda misalnya dihapus, maka anda akan kehilangan harta anda dlm sekejap.

Lalu anda mau apa? Nuntut ke sana n kemari agar harta yg tdk ada bntuk fisiknya itu kembali? Mmmm....  Coba kasih jawaban yg memuaskan.

Tks",0,2026-05-16 10:11:19.608159
SxMdI5sabb0,2024-08-12 06:18:10,@onepack1918,"Uang itu bentuk harta anda kan selain mobil dll. Artinya ada fisiknya, motor, mobil dan uang kertas itu sndiri.

Nah, kl digital, kan ngk ada fisiknya. Apa bukti kepemilikan anda?

Seandainya, catatan digital kepemilikan anda misalnya dihapus, maka anda akan kehilangan harta anda dlm sekejap.

Lalu anda mau apa? Nuntut ke sana n kemari agar harta yg tdk ada bntuk fisiknya itu kembali? Mmmm....  Coba kasih jawaban yg memuaskan.

Tks",0,2026-05-16 10:11:18.369071
Bn_MTSqW3bE,2022-12-25 14:46:00,@sriyonosayes,Up,0,2026-05-16 10:11:45.580897
PMuEX5Qbmzo,2024-08-13 13:17:44,@Seph2328,Up,1,2026-05-16 10:11:33.937681
gU62EuPDWaY,2026-05-12 03:05:56,@ttktttttk,"WAH GUE JADI TERINSPIRASI BUAT BIKIN SEMUA MIMPI INI TERWUJUD... TAPI TANPA TIPUAN COIN, PERANG DAN KEKERASAN SYARAT'NYA GAMPANG YAITU HAPUS SISTEM UANG FISIK YANG SANGAT TOLOL DAN PRIMITIF MENJADI UANG VIRTUAL GRATIS DAN UNLIMITED PERMANEN BUAT SEMUA MAHLUK LO KEBERATAN GUE BIKIN SENDIRI JUGA BISA SEMUA ORANG LAIN JUGA BISA.",0,2026-05-16 10:10:59.370796
SxMdI5sabb0,2026-05-12 03:03:40,@ttktttttk,"WAH GUE JADI TERINSPIRASI BUAT BIKIN SEMUA MIMPI INI TERWUJUD... TAPI TANPA TIPUAN COIN, PERANG DAN KEKERASAN SYARAT'NYA GAMPANG YAITU HAPUS SISTEM UANG FISIK YANG SANGAT TOLOL DAN PRIMITIF MENJADI UANG VIRTUAL GRATIS DAN UNLIMITED PERMANEN BUAT SEMUA MAHLUK LO KEBERATAN GUE BIKIN SENDIRI JUGA BISA SEMUA ORANG LAIN JUGA BISA.",0,2026-05-16 10:11:18.368985
gU62EuPDWaY,2026-05-08 06:22:04,@rezadindapamungkas,XRP,1,2026-05-16 10:11:07.247004
gU62EuPDWaY,2026-05-08 05:53:24,@laluyudhiirawan5841,XRP,0,2026-05-16 10:11:08.504181
PMuEX5Qbmzo,2024-09-11 13:26:18,@ciptasari7499,Yak beli cabe pkk emas dan byr parkir pkk perak 😅,0,2026-05-16 10:11:28.837396
PMuEX5Qbmzo,2024-09-11 13:26:25,@ciptasari7499,Yak beli cabe pkk emas dan byr parkir pkk perak 😅,0,2026-05-16 10:11:28.837396
KqjkU_AQCJE,2026-01-17 04:49:02,@abundance_889,"You'll own nothing, and you'll be happy""

Mereka sudah design jauh jauh hari Terstruktur sistematis dan massive dengan satu tujuannya kalau kata para pencari kebenaran",0,2026-05-16 10:11:38.100678
KqjkU_AQCJE,2026-01-17 04:48:35,@abundance_889,"You'll own nothing, and you'll be happy""

Mereka sudah design jauh jauh hari Terstruktur sistematis dan massive dengan satu tujuannya kalau kata para pencari kebenaran",6,2026-05-16 10:11:38.100708
KqjkU_AQCJE,2026-01-17 04:48:14,@abundance_889,"You'll own nothing, and you'll be happy""

Mereka sudah design jauh jauh hari Terstruktur sistematis dan massive dengan satu tujuannya kalau kata para pencari kebenaran",9,2026-05-16 10:11:38.100696
KqjkU_AQCJE,2026-01-17 04:47:19,@abundance_889,"You'll own nothing, and you'll be happy""

Mereka sudah design jauh jauh hari Terstruktur sistematis dan massive dengan satu tujuannya kalau kata para pencari kebenaran",0,2026-05-16 10:11:38.100681
KqjkU_AQCJE,2026-01-17 03:50:39,@-CHOD3t,cerdas sekali ❤ sistem ini mmg anti korupsi manipulasi hacker dan lain sebagainya. sistem adil dan transparan di blockchain.,0,2026-05-16 10:11:38.100715
KqjkU_AQCJE,2026-01-17 03:51:22,@-CHOD3t,cerdas sekali ❤ sistem ini mmg anti korupsi manipulasi hacker dan lain sebagainya. sistem adil dan transparan di blockchain.,0,2026-05-16 10:11:38.100716
KqjkU_AQCJE,2026-01-17 03:52:03,@-CHOD3t,cerdas sekali ❤ sistem ini mmg anti korupsi manipulasi hacker dan lain sebagainya. sistem adil dan transparan di blockchain.,0,2026-05-16 10:11:38.100716
wMPGW76Iy9A,2022-12-06 11:34:17,@titik_kosong.03,good,2,2026-05-16 10:11:42.834191
gU62EuPDWaY,2026-05-11 11:17:22,@RiansyhPutra-s1o,good,0,2026-05-16 10:10:59.372892
gU62EuPDWaY,2026-05-08 12:46:09,@techno-x1f,hoax,1,2026-05-16 10:11:04.719178
gU62EuPDWaY,2026-05-08 12:48:46,@techno-x1f,hoax,0,2026-05-16 10:11:06.004987
PMuEX5Qbmzo,2024-08-14 16:15:49,@albertus7779,"jangan dipake ya bang, oke 
gantinya apa bang klo nga cdbc",1,2026-05-16 10:11:31.374979
PMuEX5Qbmzo,2024-08-14 16:15:49,@albertus7779,"jangan dipake ya bang, oke 
gantinya apa bang klo nga cdbc",1,2026-05-16 10:11:27.583969
SxMdI5sabb0,2023-01-29 06:48:44,@hopangga,"kalau masih diatur bank central menurutku sama aja, cuman pihak atas punya kontrol lebih dengan uang kita yang berbentuk nominal digit.
bakalan masih ada inflasi karena gak ada standar moneter, value uangnya cuman berdasarkan kepercayaan ke bank central.",5,2026-05-16 10:11:27.175240
SxMdI5sabb0,2023-01-29 06:48:49,@hopangga,"kalau masih diatur bank central menurutku sama aja, cuman pihak atas punya kontrol lebih dengan uang kita yang berbentuk nominal digit.
bakalan masih ada inflasi karena gak ada standar moneter, value uangnya cuman berdasarkan kepercayaan ke bank central.",11,2026-05-16 10:11:26.066055
PMuEX5Qbmzo,2024-08-30 16:30:22,@gusticomaria5593,kalau saya GX setuju,0,2026-05-16 10:11:28.837322
PMuEX5Qbmzo,2024-08-30 16:28:58,@gusticomaria5593,kalau saya GX setuju,0,2026-05-16 10:11:28.837323
gU62EuPDWaY,2026-05-08 10:30:19,@adesubagja6298,ok,0,2026-05-16 10:11:04.719241
gU62EuPDWaY,2026-05-08 14:21:35,@GeoSpt88,ok,0,2026-05-16 10:11:03.380876
gU62EuPDWaY,2026-05-08 15:47:50,@BlackButterfly27,oke,0,2026-05-16 10:11:03.380797
PMuEX5Qbmzo,2024-08-14 06:37:32,@zakuroim0,oke,0,2026-05-16 10:11:31.374976
PMuEX5Qbmzo,2024-08-14 06:37:32,@zakuroim0,oke,0,2026-05-16 10:11:27.583966
PMuEX5Qbmzo,2024-08-13 12:11:26,@JoshRafG,pi network scam,2,2026-05-16 10:11:33.937749
PMuEX5Qbmzo,2024-08-13 14:42:49,@JoshRafG,pi network scam,1,2026-05-16 10:11:33.937616
PMuEX5Qbmzo,2024-08-13 14:39:21,@JoshRafG,scam,0,2026-05-16 10:11:33.937605
PMuEX5Qbmzo,2024-08-13 12:25:36,@JoshRafG,scam,1,2026-05-16 10:11:33.937713
PMuEX5Qbmzo,2024-08-13 14:29:26,@JoshRafG,scam,0,2026-05-16 10:11:32.681418
PMuEX5Qbmzo,2024-08-14 08:02:34,@badutmasakini2312,tapi dirimu ga tau kan bang? ada rencana besar untuk shudown internet. masih rumor sih.,5,2026-05-16 10:11:27.583966
PMuEX5Qbmzo,2024-08-14 08:02:34,@badutmasakini2312,tapi dirimu ga tau kan bang? ada rencana besar untuk shudown internet. masih rumor sih.,5,2026-05-16 10:11:31.374977
PMuEX5Qbmzo,2024-08-14 06:24:36,@JoshRafG,"⚠⚠ TAMBAHAN INFO, WAJIB BACA
1️⃣Banyak yang bilang kalau blockchain tidak bisa di HACK. Yes esensi dari blockchain sendiri sebenarnya datang dari Bitcoin, yang dimana networknya diamankan dengan jutaan komputer yang tersebar meluas diseluruh dunia (mereka adalah penambang bitcoin). Blockchain seperti Bitcoin ini disebut DECENTRALIZED BLOCKCHAIN dan ini MUSTAHIL untuk di hack. Kalo mau hack, harus hack semua komputernya (at least 51% komputer yang tersebar)

CBDC sangat berbeda karena dia tidak DECENTRALIZED, melainkan SANGAT CENTRALIZED. Di mana tidak ada komputer yang tersebar merata di seluruh dunia, melainkan cuman ada di 1 titik pusat yaitu di BANK SENTRAL. Jadi bila Bank Sentral di HACK, semua jaringan CBDC akan sangat mudah diobrak abrik.

2️⃣CBDC bukan kripto seperti BTC yang kalian beli. CBDC itu nanti bentukannya kayak rupiah biasa dengan nama E-Rupiah. Persis sama kayak kalian pake uang kalian yang ada di rekening bank. Bedanya cuman sistem di baliknya. Penggunaannya akan sama persis seperti bank digital biasa

Kalau kalian terbantu dengan video ini, boleh banget donasi ke --> https://saweria.co/joshrafg
Help me buy a mclaren",75,2026-05-16 10:11:27.583957
PMuEX5Qbmzo,2024-08-14 06:24:36,@JoshRafG,"⚠⚠ TAMBAHAN INFO, WAJIB BACA
1️⃣Banyak yang bilang kalau blockchain tidak bisa di HACK. Yes esensi dari blockchain sendiri sebenarnya datang dari Bitcoin, yang dimana networknya diamankan dengan jutaan komputer yang tersebar meluas diseluruh dunia (mereka adalah penambang bitcoin). Blockchain seperti Bitcoin ini disebut DECENTRALIZED BLOCKCHAIN dan ini MUSTAHIL untuk di hack. Kalo mau hack, harus hack semua komputernya (at least 51% komputer yang tersebar)

CBDC sangat berbeda karena dia tidak DECENTRALIZED, melainkan SANGAT CENTRALIZED. Di mana tidak ada komputer yang tersebar merata di seluruh dunia, melainkan cuman ada di 1 titik pusat yaitu di BANK SENTRAL. Jadi bila Bank Sentral di HACK, semua jaringan CBDC akan sangat mudah diobrak abrik.

2️⃣CBDC bukan kripto seperti BTC yang kalian beli. CBDC itu nanti bentukannya kayak rupiah biasa dengan nama E-Rupiah. Persis sama kayak kalian pake uang kalian yang ada di rekening bank. Bedanya cuman sistem di baliknya. Penggunaannya akan sama persis seperti bank digital biasa

Kalau kalian terbantu dengan video ini, boleh banget donasi ke --> https://saweria.co/joshrafg
Help me buy a mclaren",75,2026-05-16 10:11:31.374975
gU62EuPDWaY,2026-05-08 05:16:18,@RizkiPermana-w3n,❤,0,2026-05-16 10:11:09.655639
PMuEX5Qbmzo,2024-08-14 02:08:21,@presendday2111,❤,0,2026-05-16 10:11:31.375021
PMuEX5Qbmzo,2024-08-14 04:04:04,@udinwijaya6016,❤,0,2026-05-16 10:11:31.375003
PMuEX5Qbmzo,2024-08-13 13:59:02,@syamsulanam906,👍,0,2026-05-16 10:11:33.937603
SxMdI5sabb0,2023-02-06 11:59:48,@BATUR_SENJA_CHANNEL,👍,1,2026-05-16 10:11:22.162457
SxMdI5sabb0,2023-02-05 14:30:21,@Rappung9,👍,1,2026-05-16 10:11:22.162472
gU62EuPDWaY,2026-05-09 11:31:59,@cacaaja3457,😂😂😂,0,2026-05-16 10:11:07.246964
mODGGIy9JZE,2025-11-02 09:29:28,@ecce.3283,😂😂😂,0,2026-05-16 10:11:17.874666
ebkamQER1nM,2024-08-07 23:49:07,@erwanpramono7884,😂😂😂,0,2026-05-16 10:11:16.373995
KqjkU_AQCJE,2026-01-18 14:12:04,@MudhitaCahaya,😂😂😂,0,2026-05-16 10:11:36.592883
